county,account_number,name,street,city,state,zip,phone,materials,lat,lng,google_place_id,hours_mon,hours_tue,hours_wed,hours_thu,hours_fri,hours_sat,hours_sun,drop_off_notes,raw_json
Riverside,41908,The Home Depot,490 N McKinley St,Corona,CA,92879-1291,190-927-8960,rechargeable,33.8849715,-117.5168532,Eig0OTAgTiBNY0tpbmxleSBTdCwgQ29yb25hLCBDQSA5Mjg3OSwgVVNBIjESLwoUChIJjbV2to-33IARv8gX68Ki-QgQ6gMqFAoSCQu4__6Rt9yAEenpHACto9sA,,,,,,,,,"{""businessName"": ""The Home Depot"", ""accountNumber"": ""41908"", ""acceptedMaterials"": ""rechargeable"", ""addressStreet"": ""490 N McKinley St"", ""addressCity"": ""Corona"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""92879-1291"", ""addressLatitude"": ""33.8849715"", ""addressLongitude"": ""-117.5168532"", ""mainPhone"": ""190-927-8960"", ""googlePlaceID"": ""Eig0OTAgTiBNY0tpbmxleSBTdCwgQ29yb25hLCBDQSA5Mjg3OSwgVVNBIjESLwoUChIJjbV2to-33IARv8gX68Ki-QgQ6gMqFAoSCQu4__6Rt9yAEenpHACto9sA"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
Riverside,224601,Norco Cycle,"3250 Hamner Ave., Unit 204",Norco,CA,92860,195-173-9078,ebike,33.9293,-117.558544,ChIJxzVJoOfJ3IARYhZXzywVoMg,,,,,,,,,"{""businessName"": ""Norco Cycle"", ""accountNumber"": ""224601"", ""acceptedMaterials"": ""ebike"", ""addressStreet"": ""3250 Hamner Ave., Unit 204"", ""addressCity"": ""Norco"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""92860"", ""addressLatitude"": ""33.9293"", ""addressLongitude"": ""-117.558544"", ""mainPhone"": ""195-173-9078"", ""googlePlaceID"": ""ChIJxzVJoOfJ3IARYhZXzywVoMg"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
Riverside,68822,Lowe's,9851 Magnolia Ave,Riverside,CA,92503-3528,909-509-5500,rechargeable;cellphones,33.9178863,-117.4545376,ChIJqVMOvsyw3IAR0OQ0z8UEBSA,,,,,,,,,"{""businessName"": ""Lowe's"", ""accountNumber"": ""68822"", ""acceptedMaterials"": ""rechargeable;cellphones"", ""addressStreet"": ""9851 Magnolia Ave"", ""addressCity"": ""Riverside"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""92503-3528"", ""addressLatitude"": ""33.9178863"", ""addressLongitude"": ""-117.4545376"", ""mainPhone"": ""909-509-5500"", ""googlePlaceID"": ""ChIJqVMOvsyw3IAR0OQ0z8UEBSA"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
Riverside,41913,The Home Depot,3323 Madison St,Riverside,CA,92504-4132,190-935-8137,rechargeable,33.9359865,-117.4013055,ChIJed6IlVCw3IAR5fNRyo7OUb8,,,,,,,,,"{""businessName"": ""The Home Depot"", ""accountNumber"": ""41913"", ""acceptedMaterials"": ""rechargeable"", ""addressStreet"": ""3323 Madison St"", ""addressCity"": ""Riverside"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""92504-4132"", ""addressLatitude"": ""33.9359865"", ""addressLongitude"": ""-117.4013055"", ""mainPhone"": ""190-935-8137"", ""googlePlaceID"": ""ChIJed6IlVCw3IAR5fNRyo7OUb8"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
Riverside,226937,Lowes,801 S Redlands Ave Bldg-2,Perris,CA,92570,951-436-4575,highenergybattery,33.774012,-117.213963,EjA4MDEgUyBSZWRsYW5kcyBBdmUgYmxkZy0yLCBQZXJyaXMsIENBIDkyNTcxLCBVU0EiIhogChYKFAoSCXNUs6SEn9yAEREICPHJIEEqEgZibGRnLTI,,,,,,,,,"{""businessName"": ""Lowes"", ""accountNumber"": ""226937"", ""acceptedMaterials"": ""highenergybattery"", ""addressStreet"": ""801 S Redlands Ave Bldg-2"", ""addressCity"": ""Perris"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""92570"", ""addressLatitude"": ""33.774012"", ""addressLongitude"": ""-117.213963"", ""mainPhone"": ""951-436-4575"", ""googlePlaceID"": ""EjA4MDEgUyBSZWRsYW5kcyBBdmUgYmxkZy0yLCBQZXJyaXMsIENBIDkyNTcxLCBVU0EiIhogChYKFAoSCXNUs6SEn9yAEREICPHJIEEqEgZibGRnLTI"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
Riverside,110004,The Home Depot,3150 Case Rd Bldg P,Perris,CA,92570-5559,195-192-8025,rechargeable,33.7471562,-117.1920905,ChIJ34_isjSe3IARwFopL3_tspE,,,,,,,,,"{""businessName"": ""The Home Depot"", ""accountNumber"": ""110004"", ""acceptedMaterials"": ""rechargeable"", ""addressStreet"": ""3150 Case Rd Bldg P"", ""addressCity"": ""Perris"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""92570-5559"", ""addressLatitude"": ""33.7471562"", ""addressLongitude"": ""-117.1920905"", ""mainPhone"": ""195-192-8025"", ""googlePlaceID"": ""ChIJ34_isjSe3IARwFopL3_tspE"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
Riverside,77886,The Home Depot,15975 Perris Blvd,Moreno Valley,CA,92551-4692,951-485-5400,rechargeable,33.8898274,-117.2278204,ChIJEz6oFeSm3IARfvUAINonDpI,,,,,,,,,"{""businessName"": ""The Home Depot"", ""accountNumber"": ""77886"", ""acceptedMaterials"": ""rechargeable"", ""addressStreet"": ""15975 Perris Blvd"", ""addressCity"": ""Moreno Valley"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""92551-4692"", ""addressLatitude"": ""33.8898274"", ""addressLongitude"": ""-117.2278204"", ""mainPhone"": ""951-485-5400"", ""googlePlaceID"": ""ChIJEz6oFeSm3IARfvUAINonDpI"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
Riverside,41874,The Home Depot,12255 Pigeon Pass Rd,Moreno Valley,CA,92557-6902,190-924-2705,rechargeable,33.9429925,-117.2630189,ChIJo_8JEqyo3IARyF6xH-4sq2A,,,,,,,,,"{""businessName"": ""The Home Depot"", ""accountNumber"": ""41874"", ""acceptedMaterials"": ""rechargeable"", ""addressStreet"": ""12255 Pigeon Pass Rd"", ""addressCity"": ""Moreno Valley"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""92557-6902"", ""addressLatitude"": ""33.9429925"", ""addressLongitude"": ""-117.2630189"", ""mainPhone"": ""190-924-2705"", ""googlePlaceID"": ""ChIJo_8JEqyo3IARyF6xH-4sq2A"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
Riverside,209740,JensonUSA - Riverside,1615 Eastridge Ave,Riverside,CA,92507,951-300-2940,ebike,33.9306888,-117.3032811,ChIJhz2F03yv3IARAUWEoTCwbLs,,,,,,,,,"{""businessName"": ""JensonUSA - Riverside"", ""accountNumber"": ""209740"", ""acceptedMaterials"": ""ebike"", ""addressStreet"": ""1615 Eastridge Ave"", ""addressCity"": ""Riverside"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""92507"", ""addressLatitude"": ""33.9306888"", ""addressLongitude"": ""-117.3032811"", ""mainPhone"": ""951-300-2940"", ""googlePlaceID"": ""ChIJhz2F03yv3IARAUWEoTCwbLs"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
Riverside,79077,Lowe's,29335 Central Ave,Lake Elsinore,CA,92532-2212,195-125-3600,rechargeable;cellphones;highenergybattery,33.6948255,-117.3378122,ChIJwZo6fL-Z3IARbprWIvQ-CMU,,,,,,,,,"{""businessName"": ""Lowe's"", ""accountNumber"": ""79077"", ""acceptedMaterials"": ""rechargeable;cellphones;highenergybattery"", ""addressStreet"": ""29335 Central Ave"", ""addressCity"": ""Lake Elsinore"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""92532-2212"", ""addressLatitude"": ""33.6948255"", ""addressLongitude"": ""-117.3378122"", ""mainPhone"": ""195-125-3600"", ""googlePlaceID"": ""ChIJwZo6fL-Z3IARbprWIvQ-CMU"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
Riverside,84995,The Home Depot,18282 Collier Ave,Lake Elsinore,CA,92530-2754,195-124-5905,rechargeable,33.6928015,-117.3401628,ChIJ78VxTsCZ3IARm4uV2WO2N90,,,,,,,,,"{""businessName"": ""The Home Depot"", ""accountNumber"": ""84995"", ""acceptedMaterials"": ""rechargeable"", ""addressStreet"": ""18282 Collier Ave"", ""addressCity"": ""Lake Elsinore"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""92530-2754"", ""addressLatitude"": ""33.6928015"", ""addressLongitude"": ""-117.3401628"", ""mainPhone"": ""195-124-5905"", ""googlePlaceID"": ""ChIJ78VxTsCZ3IARm4uV2WO2N90"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
Riverside,41880,The Home Depot,3400 W Florida Ave,Hemet,CA,92545-3563,190-992-9974,rechargeable,33.7493291,-117.0076419,ChIJ3cPWHeBl24ARQ1hF7inYb0k,,,,,,,,,"{""businessName"": ""The Home Depot"", ""accountNumber"": ""41880"", ""acceptedMaterials"": ""rechargeable"", ""addressStreet"": ""3400 W Florida Ave"", ""addressCity"": ""Hemet"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""92545-3563"", ""addressLatitude"": ""33.7493291"", ""addressLongitude"": ""-117.0076419"", ""mainPhone"": ""190-992-9974"", ""googlePlaceID"": ""ChIJ3cPWHeBl24ARQ1hF7inYb0k"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
Riverside,71914,Lowe's,350 S Sanderson Ave,Hemet,CA,92545-9014,195-149-2700,rechargeable;cellphones;highenergybattery,33.742538,-117.0054767,ChIJ4WaT-uZl24AR2vMiaknJ6HM,,,,,,,,,"{""businessName"": ""Lowe's"", ""accountNumber"": ""71914"", ""acceptedMaterials"": ""rechargeable;cellphones;highenergybattery"", ""addressStreet"": ""350 S Sanderson Ave"", ""addressCity"": ""Hemet"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""92545-9014"", ""addressLatitude"": ""33.742538"", ""addressLongitude"": ""-117.0054767"", ""mainPhone"": ""195-149-2700"", ""googlePlaceID"": ""ChIJ4WaT-uZl24AR2vMiaknJ6HM"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
Riverside,218694,Lawnmower Center,1690 Main Street,Riverside,CA,92501,951-682-9753,highenergybattery,34.0008573,-117.3639268,ChIJ65b7LQey3IARMnlIIUnUsRo,,,,,,,,,"{""businessName"": ""Lawnmower Center"", ""accountNumber"": ""218694"", ""acceptedMaterials"": ""highenergybattery"", ""addressStreet"": ""1690 Main Street"", ""addressCity"": ""Riverside"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""92501"", ""addressLatitude"": ""34.0008573"", ""addressLongitude"": ""-117.3639268"", ""mainPhone"": ""951-682-9753"", ""googlePlaceID"": ""ChIJ65b7LQey3IARMnlIIUnUsRo"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
Riverside,91430,The Home Depot,1480 E 2nd St,Beaumont,CA,92223-3160,195-176-9030,rechargeable,33.9254982,-116.9556227,ChIJC9kPMGJD24ARVNO7oa0wuk8,,,,,,,,,"{""businessName"": ""The Home Depot"", ""accountNumber"": ""91430"", ""acceptedMaterials"": ""rechargeable"", ""addressStreet"": ""1480 E 2nd St"", ""addressCity"": ""Beaumont"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""92223-3160"", ""addressLatitude"": ""33.9254982"", ""addressLongitude"": ""-116.9556227"", ""mainPhone"": ""195-176-9030"", ""googlePlaceID"": ""ChIJC9kPMGJD24ARVNO7oa0wuk8"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
Riverside,L158962,Agua Mansa HHW Facility,1780 Agua Mansa Rd,Riverside,CA,92509-2402,951-486-3200,rechargeable;cellphones,34.0237371,-117.3795904,ChIJ4a9rC2ay3IARg0W5zQiWPIE,,,,,,,,,"{""businessName"": ""Agua Mansa HHW Facility"", ""accountNumber"": ""L158962"", ""acceptedMaterials"": ""rechargeable;cellphones"", ""addressStreet"": ""1780 Agua Mansa Rd"", ""addressCity"": ""Riverside"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""92509-2402"", ""addressLatitude"": ""34.0237371"", ""addressLongitude"": ""-117.3795904"", ""mainPhone"": ""951-486-3200"", ""googlePlaceID"": ""ChIJ4a9rC2ay3IARg0W5zQiWPIE"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
Riverside,219991,Village Hardware,54190 hwy 243,Idyllwild,CA,92549,951-659-4457,highenergybattery,33.7456888,-116.7141624,ChIJYZTuqhoS24AR1ztQGfiMHOk,,,,,,,,,"{""businessName"": ""Village Hardware"", ""accountNumber"": ""219991"", ""acceptedMaterials"": ""highenergybattery"", ""addressStreet"": ""54190 hwy 243"", ""addressCity"": ""idyllwild"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""92549"", ""addressLatitude"": ""33.7456888"", ""addressLongitude"": ""-116.7141624"", ""mainPhone"": ""951-659-4457"", ""googlePlaceID"": ""ChIJYZTuqhoS24AR1ztQGfiMHOk"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
Riverside,206821,Trek Bicycle Palm Springs,611 s. palm canyon dr,Palm Springs,CA,92264,760-325-9319,ebike,33.8134682,-116.5464244,ChIJo3AmrQkb24AR7x6f8zoH1lE,,,,,,,,,"{""businessName"": ""Trek Bicycle Palm Springs"", ""accountNumber"": ""206821"", ""acceptedMaterials"": ""ebike"", ""addressStreet"": ""611 s. palm canyon dr"", ""addressCity"": ""Palm Springs"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""92264"", ""addressLatitude"": ""33.8134682"", ""addressLongitude"": ""-116.5464244"", ""mainPhone"": ""760-325-9319"", ""googlePlaceID"": ""ChIJo3AmrQkb24AR7x6f8zoH1lE"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
Riverside,L158963,Palm Springs HHW Facility,1100 Vella Rd,Palm Springs,CA,92264,951-486-3200,rechargeable;cellphones,33.8071554,-116.4969925,ChIJ0-SQEZYc24ARnTQ8RlGunUA,,,,,,,,,"{""businessName"": ""Palm Springs HHW Facility"", ""accountNumber"": ""L158963"", ""acceptedMaterials"": ""rechargeable;cellphones"", ""addressStreet"": ""1100 Vella Rd"", ""addressCity"": ""Palm Springs"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""92264"", ""addressLatitude"": ""33.8071554"", ""addressLongitude"": ""-116.4969925"", ""mainPhone"": ""951-486-3200"", ""googlePlaceID"": ""ChIJ0-SQEZYc24ARnTQ8RlGunUA"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
Riverside,218125,Yoshi Lawnmower Shop,652 S Williams Rd,Palm Springs,CA,92264,760-778-4248,highenergybattery,33.8132152,-116.4948844,ChIJEzrawZMc24ARkDOcMHnJTxc,,,,,,,,,"{""businessName"": ""Yoshi Lawnmower Shop"", ""accountNumber"": ""218125"", ""acceptedMaterials"": ""highenergybattery"", ""addressStreet"": ""652 S Williams Rd"", ""addressCity"": ""Palm Springs"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""92264"", ""addressLatitude"": ""33.8132152"", ""addressLongitude"": ""-116.4948844"", ""mainPhone"": ""760-778-4248"", ""googlePlaceID"": ""ChIJEzrawZMc24ARkDOcMHnJTxc"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
Riverside,68818,Lowe's,5201 E Ramon Rd,Palm Springs,CA,92264-3600,760-866-1901,rechargeable;cellphones;highenergybattery,33.8146886,-116.4898294,ChIJwR71y-wc24ARilgGe3QxdJM,,,,,,,,,"{""businessName"": ""Lowe's"", ""accountNumber"": ""68818"", ""acceptedMaterials"": ""rechargeable;cellphones;highenergybattery"", ""addressStreet"": ""5201 E Ramon Rd"", ""addressCity"": ""Palm Springs"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""92264-3600"", ""addressLatitude"": ""33.8146886"", ""addressLongitude"": ""-116.4898294"", ""mainPhone"": ""760-866-1901"", ""googlePlaceID"": ""ChIJwR71y-wc24ARilgGe3QxdJM"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
Riverside,111350,The Home Depot,5200 E Ramon Rd Bldg A,Palm Springs,CA,92264-3611,176-032-2042,rechargeable,33.8184565,-116.4898658,ChIJvfPaq_Ic24ARo4AMbIZEWXU,,,,,,,,,"{""businessName"": ""The Home Depot"", ""accountNumber"": ""111350"", ""acceptedMaterials"": ""rechargeable"", ""addressStreet"": ""5200 E Ramon Rd Bldg A"", ""addressCity"": ""Palm Springs"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""92264-3611"", ""addressLatitude"": ""33.8184565"", ""addressLongitude"": ""-116.4898658"", ""mainPhone"": ""176-032-2042"", ""googlePlaceID"": ""ChIJvfPaq_Ic24ARo4AMbIZEWXU"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
Riverside,206860,Trek Bicycle Palm Desert,77750 Country Club Dr,Palm Desert,CA,92211,176-034-5909,ebike,33.758698,-116.3074782,ChIJFTpQKu_72oARN3b48r4D_LY,,,,,,,,,"{""businessName"": ""Trek Bicycle Palm Desert"", ""accountNumber"": ""206860"", ""acceptedMaterials"": ""ebike"", ""addressStreet"": ""77750 Country Club Dr"", ""addressCity"": ""Palm Desert"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""92211"", ""addressLatitude"": ""33.758698"", ""addressLongitude"": ""-116.3074782"", ""mainPhone"": ""176-034-5909"", ""googlePlaceID"": ""ChIJFTpQKu_72oARN3b48r4D_LY"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
Riverside,80231,Lowe's,35900 Monterey Ave,Palm Desert,CA,92211-2087,176-044-9906,rechargeable;cellphones;highenergybattery,33.7884564,-116.3865588,ChIJp27GShb92oARDMSQiH_8QZo,,,,,,,,,"{""businessName"": ""Lowe's"", ""accountNumber"": ""80231"", ""acceptedMaterials"": ""rechargeable;cellphones;highenergybattery"", ""addressStreet"": ""35900 Monterey Ave"", ""addressCity"": ""Palm Desert"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""92211-2087"", ""addressLatitude"": ""33.7884564"", ""addressLongitude"": ""-116.3865588"", ""mainPhone"": ""176-044-9906"", ""googlePlaceID"": ""ChIJp27GShb92oARDMSQiH_8QZo"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
Riverside,41875,The Home Depot,34249 Monterey Ave,Rancho Mirage,CA,92270-2701,176-032-4559,rechargeable,33.7986961,-116.3893256,ChIJQeMTGTr92oARgviPPaDZsrY,,,,,,,,,"{""businessName"": ""The Home Depot"", ""accountNumber"": ""41875"", ""acceptedMaterials"": ""rechargeable"", ""addressStreet"": ""34249 Monterey Ave"", ""addressCity"": ""Rancho Mirage"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""92270-2701"", ""addressLatitude"": ""33.7986961"", ""addressLongitude"": ""-116.3893256"", ""mainPhone"": ""176-032-4559"", ""googlePlaceID"": ""ChIJQeMTGTr92oARgviPPaDZsrY"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
Riverside,68802,Lowe's,78865 Highway 111,La Quinta,CA,92253-2003,760-771-5566,rechargeable;cellphones;highenergybattery,33.7100043,-116.2919533,ChIJ1f6ABB352oARLFJPax-g19U,,,,,,,,,"{""businessName"": ""Lowe's"", ""accountNumber"": ""68802"", ""acceptedMaterials"": ""rechargeable;cellphones;highenergybattery"", ""addressStreet"": ""78865 Highway 111"", ""addressCity"": ""La Quinta"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""92253-2003"", ""addressLatitude"": ""33.7100043"", ""addressLongitude"": ""-116.2919533"", ""mainPhone"": ""760-771-5566"", ""googlePlaceID"": ""ChIJ1f6ABB352oARLFJPax-g19U"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
Riverside,111351,The Home Depot,42100 Jackson St,Indio,CA,92203-9736,760-347-7410,rechargeable,33.7425679,-116.2130314,ChIJ7-jqYGn32oARljo5QTySefY,,,,,,,,,"{""businessName"": ""The Home Depot"", ""accountNumber"": ""111351"", ""acceptedMaterials"": ""rechargeable"", ""addressStreet"": ""42100 Jackson St"", ""addressCity"": ""Indio"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""92203-9736"", ""addressLatitude"": ""33.7425679"", ""addressLongitude"": ""-116.2130314"", ""mainPhone"": ""760-347-7410"", ""googlePlaceID"": ""ChIJ7-jqYGn32oARljo5QTySefY"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
Riverside,213757,Palm Desert Bikes n Brew,73-865 Highway 111,Palm Desert,CA,92260,760-340-3861,ebike,33.7208669,-116.37631,ChIJ_52XwXz-2oAR9aCQzTMGpKg,,,,,,,,,"{""businessName"": ""Palm Desert Bikes n Brew"", ""accountNumber"": ""213757"", ""acceptedMaterials"": ""ebike"", ""addressStreet"": ""73-865 Highway 111"", ""addressCity"": ""Palm Desert"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""92260"", ""addressLatitude"": ""33.7208669"", ""addressLongitude"": ""-116.37631"", ""mainPhone"": ""760-340-3861"", ""googlePlaceID"": ""ChIJ_52XwXz-2oAR9aCQzTMGpKg"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
Riverside,41879,The Home Depot,79900 Highway 111,La Quinta,CA,92253-6534,176-034-7872,rechargeable,33.7089166,-116.2705103,ChIJ_14jlVP42oAR-NMNlgcQObI,,,,,,,,,"{""businessName"": ""The Home Depot"", ""accountNumber"": ""41879"", ""acceptedMaterials"": ""rechargeable"", ""addressStreet"": ""79900 Highway 111"", ""addressCity"": ""La Quinta"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""92253-6534"", ""addressLatitude"": ""33.7089166"", ""addressLongitude"": ""-116.2705103"", ""mainPhone"": ""176-034-7872"", ""googlePlaceID"": ""ChIJ_14jlVP42oAR-NMNlgcQObI"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
Riverside,213042,Tri A Bike Palm Desert Ca,44841 San Pablo,Palm Desert,CA,92260,760-340-2840,ebike,33.7226202,-116.3828833,ChIJhVvMEHr-2oARdTiXv7HCQmE,,,,,,,,,"{""businessName"": ""Tri A Bike Palm Desert Ca"", ""accountNumber"": ""213042"", ""acceptedMaterials"": ""ebike"", ""addressStreet"": ""44841 San Pablo"", ""addressCity"": ""Palm Desert"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""92260"", ""addressLatitude"": ""33.7226202"", ""addressLongitude"": ""-116.3828833"", ""mainPhone"": ""760-340-2840"", ""googlePlaceID"": ""ChIJhVvMEHr-2oARdTiXv7HCQmE"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
Riverside,208165,Apple,73445 El Paseo,Palm Desert,CA,92260,,rechargeable;cellphones,33.7194494,-116.3831925,ChIJQ3YmmHr-2oARZIdRkSPi-ow,,,,,,,,,"{""businessName"": ""Apple"", ""accountNumber"": ""208165"", ""acceptedMaterials"": ""rechargeable;cellphones"", ""addressStreet"": ""73445 El Paseo"", ""addressCity"": ""Palm Desert"", ""addressStateProvince"": ""CA"", ""addressZIP"": ""92260"", ""addressLatitude"": ""33.7194494"", ""addressLongitude"": ""-116.3831925"", ""mainPhone"": null, ""googlePlaceID"": ""ChIJQ3YmmHr-2oARZIdRkSPi-ow"", ""hoursMon"": """", ""hoursTue"": """", ""hoursWed"": """", ""hoursThu"": """", ""hoursFri"": """", ""hoursSat"": """", ""hoursSun"": """", ""dropOffNotes"": """"}"
